sentence,sentiment,category
ten collect feedback number eleven,postive,E-Commerce
provides metric,neutral,E-Commerce
one reason travel industry fastest adopt chatbots speed convenience,postive,E-Commerce
example amtrak help site visitor plan vacation book reservation navigate amtrak,postive,E-Commerce
come get root information,neutral,E-Commerce
become company powerhouse generating thirty percent revenue per booking eight time return investment answer five million question year,neutral,E-Commerce
voice recognition,neutral,E-Commerce
voice search function commerce store allows customer use voice search product within online store without use keyboard,neutral,E-Commerce
ai identifies word phrase person us well phoneme help distinguish one word another,postive,E-Commerce
heard voice commerce,neutral,E-Commerce
voice commerce make use advancement voice recognition leverage interfacing apps amazon alexa google assistant apple siri communicate customer voice processing bot receiving response,postive,E-Commerce
converted voice played customer creating instantly engaging experience,postive,E-Commerce
simply put voice commerce delivering hand free online shopping experience mass,postive,E-Commerce
benefit voice recognition e commerce,postive,E-Commerce
one faster easier search,postive,E-Commerce
two convenient digital world,neutral,E-Commerce
three brand adopting voice search may grow e commerce revenue thirty,neutral,E-Commerce
example voice commerce help understand work,postive,E-Commerce
case assume customer amazon echo smart speaker us amazon alexa voice assistant,postive,E-Commerce
alexa tell abc store order power bank charging phone,neutral,E-Commerce
sure,postive,E-Commerce
brand capacity power bank would like,postive,E-Commerce
samsung ten thousand milliampere hour power bank,neutral,E-Commerce
great,postive,E-Commerce
color would like,postive,E-Commerce
color option,neutral,E-Commerce
available silver white black,neutral,E-Commerce
one would like,postive,E-Commerce
send silver one,neutral,E-Commerce
ten,neutral,E-Commerce
ninety-nine,neutral,E-Commerce
would like get,postive,E-Commerce
yes please,postive,E-Commerce
thank placing order,postive,E-Commerce
delivered address within three business day,neutral,E-Commerce
voice recognition tool use,neutral,E-Commerce
amazon alexa google assistant apple siri microsofts cortana,postive,E-Commerce
augmented reality,neutral,E-Commerce
ar allows ecommerce customer preview product experience service environment time electing make purchase,neutral,E-Commerce
using,neutral,E-Commerce
e commerce going undergo high number change technological social factor,postive,E-Commerce
ill describe future e commerce nine trend exist year two thousand and thirty,negative,E-Commerce
number one augmented reality gain mainstream acceptance,postive,E-Commerce
augmented reality simulates person shopping experience allowing customer see product might look home,neutral,E-Commerce
ar customer click product instantly see overlay wherever point mobile device,neutral,E-Commerce
customer view product every conceivable angle interactive three hundred and sixty degree experience give better idea value product offer,postive,E-Commerce
smartphones smart glass handheld wearable device provide bulk experience,postive,E-Commerce
shopper ar example tool already allows customer view product natural environment,postive,E-Commerce
buying,neutral,E-Commerce
help ensure product good fit purpose intended,postive,E-Commerce
help customer make informed decision quick come choosing brand buy,postive,E-Commerce
here people dont realize,neutral,E-Commerce
auglement reality likely widely used virtual reality,neutral,E-Commerce
according grand view research global virtual reality market worth sixty-seven billion two thousand and twenty-eight,postive,E-Commerce
comparison augmented reality global market worth three hundred and forty billion two thousand and twenty-eight,postive,E-Commerce
mean augmented reality global market likely five time larger virtual reality global market,neutral,E-Commerce
number two jarvis like ai assistance begin become popular people developed country could ai system improve quality life,postive,E-Commerce
according peter diamandis founder singular university service like alexa google home apple homepod expand functionality,postive,E-Commerce
eventually expand beyond home become cognitive prosthetic two hundred and forty-seven depending permission grant secured driver like software could listen conversation read email monitor blood chemistry,postive,E-Commerce
access data ai enabled software learn preference anticipate need behavior shop monitor health help problem solve support men long term goal,postive,E-Commerce
mid 2030s begin using brain computer interface connect human neocortex according ray kurzweel,neutral,E-Commerce
allow u interact ai assistance brain activity bring technology entirely new number three crypto may become common payment option,postive,E-Commerce
reach consumer especially generation z millennials branch would need accept many payment option possible,postive,E-Commerce
price fluctuation cryptocurrencies may begin stabilize next decade make attractive payment option large company like amazon large payment processing company like paypal,postive,E-Commerce
top cryptocurrencies use blockchain technology record transaction,postive,E-Commerce
basically blockchain shared database allows multiple party ass data verify data real time,postive,E-Commerce
blockchain make difficult impossible change hack cheat system,negative,E-Commerce
according grand view v shirt global blockchain technology market would grow six billion two thousand and twenty-one three ninety-five billion twenty,postive,E-Commerce
twenty-eight,neutral,E-Commerce
thats whopping sixty-five time increase several year,postive,E-Commerce
massive increase use blockchain technology,postive,E-Commerce
industry far greater familiarity blockchain cryptocurrencies general,postive,E-Commerce
number four autonomous delivery drone could become mainstream,postive,E-Commerce
delivery drone capable handling automated shipping volume without human intervention,postive,E-Commerce
advantage automated shipping ecommerce many,postive,E-Commerce
include speed delivery reduction freight cost accident reduction decrease human error reduction co2 emission customer satisfaction amazon prime air delivered package five within thirty minute le using small drone,negative,E-Commerce
amazon developing testing platform primary development center u uk austria france israel,postive,E-Commerce
august two thousand and twenty amazon received approval faa operate prime air delivery drone safely efficiently deliver package customer,postive,E-Commerce
also ups flight forward first company get u government full certification operate drone airline,neutral,E-Commerce
number five virtual reality play essential part marketing initiative,postive,E-Commerce
use virtual reality device allow people view product angle imaginable,postive,E-Commerce
see product action within virtual environment,neutral,E-Commerce
virtual reality could quickly change type product looking change environment could view product different context,neutral,E-Commerce
expected transform multiple industry education social medium video game entertainment,postive,E-Commerce
number six purchase social medium platform commonplace,postive,E-Commerce
facebook instagram make easier ever let consumer buy product without ever leaving platform,postive,E-Commerce
facebook shop let set shop people browse let people buy product directly facebook,neutral,E-Commerce
instagrams shopperable post allow add product instagram post,postive,E-Commerce
likewise pinterest variable pin feature,neutral,E-Commerce
allows shopper buy product directly pinterest,neutral,E-Commerce
perfect tool company increase sale fifty-four social medium user research product using social medium,postive,E-Commerce
tool simplify shorten customer journey reduce abandoned transaction,negative,E-Commerce
number seven,postive,E-Commerce
emerging market play huge role,postive,E-Commerce
"july two thousand and twenty-one four billion, eight hundred million user online",neutral,E-Commerce
"sixty-three percent world population seven billion, seven hundred million",neutral,E-Commerce
cybersecurity venture predicts would seven point five billion internet user two thousand and thirty,neutral,E-Commerce
"would ninety projected world population eight billion, five hundred million two thousand and thirty",neutral,E-Commerce
high percent additional internet user live emerging market like india china brazil russia south africa,postive,E-Commerce
"thats going lead extra two billion, seven hundred million potential consumer internet",neutral,E-Commerce
could lead massive increase profit e commerce based company size,postive,E-Commerce
number eight voice commerce growing popularity,postive,E-Commerce
voice commerce topped forty billion u two thousand and twenty-two,neutral,E-Commerce
even though global smart speaker growing rapidly,postive,E-Commerce
majority voice activity occurs mobile device virtual assistance,neutral,E-Commerce
also common consumer use voice search feature search engine google bing search product,neutral,E-Commerce
since voice search typically happens form question page ranking various website web page could greatly affected time,negative,E-Commerce
number nine product description video format,postive,E-Commerce
according study conducted social medium today sixty shopper would rather watch product video read product description,neutral,E-Commerce
also sixty-four shopper likely purchase product watching branded video social medium,neutral,E-Commerce
study help prove shopper want interactive experience making purchase better understand value offered,postive,E-Commerce
additionally video format ideal providing product demonstration utilizing internet influencers,postive,E-Commerce
amazon already using product description video format trend continue grow throughout entire e commerce space,postive,E-Commerce
thanks watching,postive,E-Commerce
make sure watch video right future augmented reality,postive,E-Commerce
there wide range way use ai make fast decision automate optimize drive better business outcome,postive,E-Commerce
know solution example going really leverage traffic way customer engage look outcome map together next customer come engage right get optimal experience,postive,E-Commerce
say impact broad sector company selling lot,neutral,E-Commerce
there tremendous number decision need made youre gon na truly maximize optimize business,postive,E-Commerce
everything serve customer individual basis optimize price optimize inventory position streamline fulfillment customer service operation,postive,E-Commerce
there wide range way use ai make fast decision automate optimize across different dimension drive better business outcome,postive,E-Commerce
human being know there sort finite number thing quickly,postive,E-Commerce
right,neutral,E-Commerce
youre talking one hundred one thousand visit day youre talking many thousand transaction day youre talking serve one customer uniquely maximize serve,neutral,E-Commerce
there lot opportunity leverage ai compliment people involved business drive better business outcome frankly better customer experience many case well,postive,E-Commerce
teach learning somebody particularly well one,postive,E-Commerce
well mean think know obviously work number customer bloomreach,postive,E-Commerce
tell practical application ai,neutral,E-Commerce
generally speaking commerce read significant benefit,postive,E-Commerce
know solution example going really leverage traffic way customer engage look outcome map together customer come engage right get optimal experience,postive,E-Commerce
example look search term managing kind monitoring much traffic across know many customer,postive,E-Commerce
loomreach customer represent almost twenty-five retail e commerce u uk,neutral,E-Commerce
sense second amazon term traffic volume,postive,E-Commerce
mean thats pretty remarkable,postive,E-Commerce
watch understand example various search query customer end,neutral,E-Commerce
enable u,neutral,E-Commerce
enables u automatically determine synonym,neutral,E-Commerce
people really mean type specific kind search,postive,E-Commerce
human being year tried manually attribute thing together link together reading report going attributing term product,neutral,E-Commerce
doesnt really scale,neutral,E-Commerce
impossible keep,neutral,E-Commerce
automate drive significant improvement search relevance even importantly conversion rate search,postive,E-Commerce
say conversion e commerce right,neutral,E-Commerce
mean someone browsing purchase,neutral,E-Commerce
large business benefit,postive,E-Commerce
know uncommon customer trying use product see twenty lift search conversion using platform leveraging capability optimize something use human being,postive,E-Commerce
thats one example,neutral,E-Commerce
customer like staple,postive,E-Commerce
com example one one client,neutral,E-Commerce
end day seeing know five lift revenue per site visit,neutral,E-Commerce
thats remarkable lift,postive,E-Commerce
theyre also automating lot task used spend people hour go manage,neutral,E-Commerce
theyre efficient organization spending le kind manual type work enables spend time thing actually add value,postive,E-Commerce
optimizing business outcome,postive,E-Commerce
course many organization also gon na look kind manual task start optimize well,postive,E-Commerce
think there know frankly there many different example customer smartly leveraging ai optimize different piece experience,postive,E-Commerce
fairly well understood apply ai see reap pretty significant benefit especially lot traffic lot volume,postive,E-Commerce
show talking smartest people working data science today,postive,E-Commerce
today talking machine learning impacting e commerce mean kozorini who serve serf data scientist zappos,neutral,E-Commerce
mean say last name right,neutral,E-Commerce
close enough,neutral,E-Commerce
koszorini,neutral,E-Commerce
mean impressive background,postive,E-Commerce
earned bachelor science degree computer science minor biology university west georgia,neutral,E-Commerce
went earn master science degree computer science concentration computational life science emory university he leave,negative,E-Commerce
working phd computer science emery university he leave,negative,E-Commerce
active data science field obviously working machine learning zappos,postive,E-Commerce
mean thank much part data talk today,postive,E-Commerce
course pleasure,postive,E-Commerce
thanks,postive,E-Commerce
mean tell u little bit journey,neutral,E-Commerce
led start working start wanting learn computer science led field,neutral,E-Commerce
started undergrad university west georgia pretty young program called advanced academy,postive,E-Commerce
early college program,neutral,E-Commerce
cool opportunity took lot people world dorm together kind studying interesting topic inspiring,postive,E-Commerce
pretty awesome,postive,E-Commerce
computer science department uwg phenomenal sense amazing faculty provided great opportunity explore different project different cutting edge area,postive,E-Commerce
adviser lloyd chat apartment,neutral,E-Commerce
doctor adele abhinavas gave opportunity take elective robotics craze back like nine,postive,E-Commerce
thats awesome,postive,E-Commerce
like robotics,postive,E-Commerce
future,neutral,E-Commerce
elective led learning intelligent system,postive,E-Commerce
remember there project worked built intelligent system using clip language nasa developed,postive,E-Commerce
wow,postive,E-Commerce
old school lot fun,postive,E-Commerce
think thats realized robotics aspect stuff little thought wasnt boring,postive,E-Commerce
wasnt jam liked intelligent system number part,negative,E-Commerce
always interested biology emory school program math sci computer science department conjunction school medicine,postive,E-Commerce
like sound nice,postive,E-Commerce
didnt even know thing,neutral,E-Commerce
went started doctor ashish sharma emery,neutral,E-Commerce
think medical data provides many different modality,neutral,E-Commerce
got imaging data pathology data clinical data,neutral,E-Commerce
youve got natural language processing image processing many different activity,postive,E-Commerce
organic shift computer science data science,neutral,E-Commerce
never got degree machine learning data science safe,postive,E-Commerce
also grade everyones got master,neutral,E-Commerce
right,neutral,E-Commerce
theyre buzzword,neutral,E-Commerce
theyre buzzword,neutral,E-Commerce
yeah,postive,E-Commerce
think back like computer science computational life science informatic,postive,E-Commerce
like define,postive,E-Commerce
kind organically shift class data machine learning,postive,E-Commerce
yeah ive ever since thats awesome,postive,E-Commerce
know school obviously interest science biology like mentioned computational life science,postive,E-Commerce
thinking maybe entering entering medical field,neutral,E-Commerce
oh absolutely,neutral,E-Commerce
im full full disclosure tried case,neutral,E-Commerce
okay,postive,E-Commerce
parent surgeon,neutral,E-Commerce
okay,postive,E-Commerce
yeah,postive,E-Commerce
like thats obviously,postive,E-Commerce
im grateful whatever power getting med school love im thats horrible decision,postive,E-Commerce
yeah definitely interested think hybrid medical field data science least phd great eye opening,postive,E-Commerce
course use knowledge work zappos,neutral,E-Commerce
amazing plug print field ai know take one domain stick,postive,E-Commerce
think thats tech fantastic,postive,E-Commerce
keep growing matter domain youre working,postive,E-Commerce
yeah goal eventually get back using ai machine learning medical space sure,postive,E-Commerce
yeah,postive,E-Commerce
there amazing advancement read article recently think machine learning helping look x ray faster doctor could,postive,E-Commerce
crazy,negative,E-Commerce
like seems like stuff like like new amazing,postive,E-Commerce
think mind blown studying graduate student,neutral,E-Commerce
similar thing nuclear detect nuclear detection whats known like whole slide image super ultra high resolution picture histopathology slide,postive,E-Commerce
yeah research going year amazing progress thats made,postive,E-Commerce
usual know think ai machine learning meant augment professional domain,neutral,E-Commerce
think human touch always critical making especially medical field making kind call thinking intelligent assisted device definitely going help propel u future,postive,E-Commerce
sure,postive,E-Commerce
obviously didnt take like guess specific class machine learning kind learned along way work,postive,E-Commerce
right,neutral,E-Commerce
mix,neutral,E-Commerce
would say take lot class machine learning mean many undergrad,neutral,E-Commerce
think took one class artificial intelligence undergrad,postive,E-Commerce
graduate school took machine learning natural language processing high performance computing thing like,postive,E-Commerce
variety different area kind important grow data scientist,postive,E-Commerce
definitely opportunity work different modality modality data help real world data analysis data different theoretical,postive,E-Commerce
option apply real data great learning experience definitely help job today,postive,E-Commerce
thats awesome,postive,E-Commerce
find machine learning,neutral,E-Commerce
think start jump ecommerce especially u business dont work data science,neutral,E-Commerce
youre youre know building business case talking senior leader maybe dont background data science youre trying know propose like machine learning solution,postive,E-Commerce
kind explain way helpful five year old brain thats cool thats question love asking like would explain clustering like particular machine learning algorithm affect truly understand,postive,E-Commerce
right,neutral,E-Commerce
think first reached point there many buzzword like ai machine learning deep learning big data place everyones using kind like substitute another,postive,E-Commerce
first challenge always finding right word stakeholder like,postive,E-Commerce
right,neutral,E-Commerce
theyre pretty much interchangeable,postive,E-Commerce
come business problem specifically experience right found always good include domain expert right beginning,postive,E-Commerce
right,neutral,E-Commerce
mhmm,neutral,E-Commerce
dont wan na bring machine learning scientist like youre wrong,negative,E-Commerce
done better usually brilliant article harvard business review came couple day ago think misuse machine learning really method gon na misleading used incorrectly,postive,E-Commerce
right,neutral,E-Commerce
important understand domain youre using machine learning,postive,E-Commerce
process understanding domain process including domain expert like case would people understand fashion shoe buy shoe work like trench product kind work like help,postive,E-Commerce
know whats difficult,negative,E-Commerce
involve feature engineering process youre coming data gon na use dont use data every problem,negative,E-Commerce
like big data like someone going fishing every piece information thats available,postive,E-Commerce
right,neutral,E-Commerce
painful process wrangling going give answer,negative,E-Commerce
right,neutral,E-Commerce
fair warning everyone interested data science,postive,E-Commerce
right,neutral,E-Commerce
lie,neutral,E-Commerce
eighty job data janitorial service,neutral,E-Commerce
yeah,postive,E-Commerce
always kid,neutral,E-Commerce
got ta get little piece,neutral,E-Commerce
process getting piece work domain expert there sense ownership side problem,negative,E-Commerce
business science,neutral,E-Commerce
right,neutral,E-Commerce
known question arrive confusion,negative,E-Commerce
know,neutral,E-Commerce
see data went,neutral,E-Commerce
domain expert kind understand data piece information lead answer,postive,E-Commerce
obviously cant scale entire inventory take time,neutral,E-Commerce
thats come,neutral,E-Commerce
scale well find signal scale,postive,E-Commerce
right,neutral,E-Commerce
think develop like trust relationship youll find youre gon na opposite problem youre convincing people use machine learning,postive,E-Commerce
everyone want use machine learning everything,postive,E-Commerce
youre like maybe dont throw problem,postive,E-Commerce
know,neutral,E-Commerce
run regression correlation start using neural network everything amazon,postive,E-Commerce
done like invoicing,postive,E-Commerce
favorite use case machine learning youve seen done e commerce,postive,E-Commerce
oh man,neutral,E-Commerce
ecommerce there there two kind,postive,E-Commerce
right,neutral,E-Commerce
stuff see like face front youve got personalization recommendation engine see like mean website like walmart amazon like theyre known like personalization outside mid school there also like hood stuff pretty great sense like search algorithm pricing dynamic pricing etcetera,postive,E-Commerce
thats useful critical customer experience,postive,E-Commerce
think thats kind thing dont see open critical journey customer take website e commerce platform,postive,E-Commerce
think phenomenal,neutral,E-Commerce
youve got recommendation engine like trying browse show wan na watch,postive,E-Commerce
like lot medium retailer online example cater term content theyre showing also show content,postive,E-Commerce
like there way go like even logo show used swapped depending youre trying matter know wan na watch,postive,E-Commerce
matter know wan na watch,postive,E-Commerce
may trust right packaging tell know wan na watch,postive,E-Commerce
definitely interesting,postive,E-Commerce
lot different space used ubiquitously,neutral,E-Commerce
amazing watch revolution happen,postive,E-Commerce
talk little bit ab testing thats going kind behind scene machine learning learning predict might like,postive,E-Commerce
yeah,postive,E-Commerce
ab testing different beast sense wouldnt ab testing traditionally like machine learning,postive,E-Commerce
like statistical analysis important matter confident algorithm gon na work final judge everything customer,postive,E-Commerce
right,neutral,E-Commerce
personally love ab testing place like zappos customer,postive,E-Commerce
customer centric,neutral,E-Commerce
wan na allow customer everything benefit customer experience,postive,E-Commerce
there better way get gratification youre working ab test,postive,E-Commerce
customer telling yes making easier u,postive,E-Commerce
making better u,postive,E-Commerce
ab testing balancing act achieving statistical significance getting feature fast possible,postive,E-Commerce
see two day work phenomenally,neutral,E-Commerce
business stakeholder would like push,postive,E-Commerce
push live,neutral,E-Commerce
working,neutral,E-Commerce
three like sunday shopper come happens completely different demographic feature stand,postive,E-Commerce
like let push,postive,E-Commerce
let give time,neutral,E-Commerce
let understand impact,neutral,E-Commerce
would say like like analytics responsibility web analytics kind responsibility,postive,E-Commerce
data science machine learning feature ab tested abcast font text size know like color color button website stuff like anything may tested,postive,E-Commerce
mean proven extremely successful various company,postive,E-Commerce
yeah,postive,E-Commerce
mean especially think netflix theyre always changing image different know movie cover right,neutral,E-Commerce
like sometimes cover interest change cover sudden im like oh look interesting,postive,E-Commerce
yeah,postive,E-Commerce
like there lot call like there lot subliminal contact customer computer screen right extremely cool,postive,E-Commerce
like weve seen example search relevancy important topic e commerce,postive,E-Commerce
right,neutral,E-Commerce
trying find single product like sea product,postive,E-Commerce
found ab testing different algorithm like reorder search result like minute change,postive,E-Commerce
like youll see something go slot six like slot four right see impact right,postive,E-Commerce
hard know like million people something,postive,E-Commerce
like also little arrogant like know whats going everyone,postive,E-Commerce
thats right,neutral,E-Commerce
think analogy really like using cant remember life heard whether something like one thing love analogy sense im sure everyone know wheres waldo,postive,E-Commerce
right,neutral,E-Commerce
dont like messy picture bunch stuff there guy waldo ended picture,neutral,E-Commerce
right,neutral,E-Commerce
yeah,postive,E-Commerce
thought creating e commerce zappos solve customer,postive,E-Commerce
think customer playing waldo theyre looking similar product website goal point waldo one take fall,postive,E-Commerce
two im wrong im pointing wrong thing absurd,negative,E-Commerce
right,neutral,E-Commerce
goal machine learning e commerce making space youre looking waldo smaller accidentally putting box somewhere putting ball outside box weve kinda told look wrong place,negative,E-Commerce
right,neutral,E-Commerce
kind narrowing scope problem fun looking youre looking,postive,E-Commerce
shopping,neutral,E-Commerce
youre enjoying,postive,E-Commerce
fun,postive,E-Commerce
maybe dont search like forty thousand different drug,negative,E-Commerce
know well tell one hundred two hundred choice hidden,postive,E-Commerce
love,postive,E-Commerce
love,postive,E-Commerce
thats brilliant example machine learning like framed wer waldo,postive,E-Commerce
exactly pointing waldo kind like here kind general area shopping process fun,postive,E-Commerce
right,neutral,E-Commerce
thats youre trying say,neutral,E-Commerce
like dont wan na remove fun shopping choosing thats huge part motivation actually buy something,postive,E-Commerce
yeah go browse feeling victoria feeling personally enjoyed im looking something online,postive,E-Commerce
ill browsing like search know ill oh thats looking,negative,E-Commerce
first thing see may go look right thing without realizing sort,neutral,E-Commerce
know without overwhelming customer know im saying solved thats kind holy grail,postive,E-Commerce
thats kind headed,postive,E-Commerce
right,neutral,E-Commerce
yeah,postive,E-Commerce
think thats beautiful example something never thought like youre saying like might know buyer might actually want purchase dont wan na necessarily put right maybe theyre ready want enjoy shopping process,postive,E-Commerce
oh could wrong,negative,E-Commerce
right,neutral,E-Commerce
thats thats thats bigger field,neutral,E-Commerce
bounding box accurate probably im come website website one product flashing like know,postive,E-Commerce
yeah,postive,E-Commerce
creepy,neutral,E-Commerce
thats,neutral,E-Commerce
know weve already lost,negative,E-Commerce
like there nothing come back incorrect recommendation,postive,E-Commerce
know well,postive,E-Commerce
kind philosophy know try sit machine learning,postive,E-Commerce
challenge people working machine learning e commerce,postive,E-Commerce
im thinking someone mobile device theyre desktop trying tie person together,neutral,E-Commerce
im im kind curious challenge face,postive,E-Commerce
fake challenge data scientist face field,negative,E-Commerce
definitely lot noisy data right end day like customer behavior human behavior,postive,E-Commerce
think thats hardest equation right right,neutral,E-Commerce
kinda understand person thinking thing,neutral,E-Commerce
difficult trying model like get signal allows u like cater experience cater experience thats gon na change even harder,postive,E-Commerce
coupled fact large volume data data cleanup absolute nightmare,neutral,E-Commerce
tried negate data get point actually work algorithm there like dot machine learn right function doesnt exist,postive,E-Commerce
there like million step got ta go get,postive,E-Commerce
sell pitch right like going business stakeholder like answer problem,postive,E-Commerce
also able say problem doesnt require machine learning,negative,E-Commerce
also working right problem whats challenging,negative,E-Commerce
wrong sometimes like get algorithm test,negative,E-Commerce
historically seems working,neutral,E-Commerce
put website,neutral,E-Commerce
doesnt accept kind move next thing,negative,E-Commerce
thats depressing gun used,negative,E-Commerce
often,neutral,E-Commerce
right,neutral,E-Commerce
beauty machine learning one win win big often like tough year,postive,E-Commerce
like talked like failure aspect,postive,E-Commerce
like spend time working algorithm seems working fine testing launch live performing way thought,postive,E-Commerce
youre youre bringing new data scientist kind prepping kind like disappointment,postive,E-Commerce
luckily data science think disappointment come quick early,neutral,E-Commerce
disappointment much thats make good data,negative,E-Commerce
thats make good data scientist like data science,postive,E-Commerce
thats challenge,postive,E-Commerce
right,neutral,E-Commerce
wasnt difficult easy,negative,E-Commerce
dont math computer science together difficult field,negative,E-Commerce
exciting,postive,E-Commerce
yes,postive,E-Commerce
hard take lot commitment learn stay date constantly changing take lot effort,postive,E-Commerce
need motivated people field motivated people like challenged,postive,E-Commerce
failure arent anything anyones wrong,negative,E-Commerce
matter dont know data set going answer youre looking,postive,E-Commerce
there lot work need get point know whether answer looking,neutral,E-Commerce
wan na rephrase,neutral,E-Commerce
maybe ill call failure know answer data set,negative,E-Commerce
keep take knowledge know saw data use knowledge like tackle next problem,negative,E-Commerce
think anything data scientist also look like intellectual curiosity data science ill defined there many different aspect,postive,E-Commerce
wan na find someone thats curious willing learn willing take hit kind keep going keep going problem,postive,E-Commerce
im kinda curious thought,postive,E-Commerce
excites future machine learning regard e commerce,postive,E-Commerce
think think personal opinion,neutral,E-Commerce
think machine learning likely gon na redefine lot way traditional commerce work already seen sign sense different company taking different approach kind cater e commerce customer sending know box product preselected etcetera,postive,E-Commerce
know,neutral,E-Commerce
im excited sense,postive,E-Commerce
im excited see ai machine learning get demobilized like become easily many people,postive,E-Commerce
im curious see power ai machine learning unleashed would look like,postive,E-Commerce
excel function example,postive,E-Commerce
right,neutral,E-Commerce
